USER_ID,ORDER_ID,PURCHASE_TS,PURCHASE_TS_CLEANED,SHIP_TS,PURCHASE_YEAR,PURCHASE_MONTH,TIME_TO_SHIP,PRODUCT_NAME,PRODUCT_NAME_CLEANED,PRODUCT_ID,USD_PRICE,PURCHASE_PLATFORM,MARKETING_CHANNEL,MARKETING_CHANNEL_CLEANED,ACCOUNT_CREATION_METHOD,ACCOUNT_CREATION_METHOD_CLEANED,COUNTRY_CODE,REGION
9a18a1fc,4799de62f6365159,11/25/2019,11/25/2019,11/26/2019,2019,11,1,27in 4K gaming monitor,27in 4K gaming monitor,891b,$392.32 ,website,direct,direct,desktop,desktop,IN,APAC
182b46bb,479a5c1d73812840,5/17/2020,5/17/2020,5/19/2020,2020,5,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
ef787798,479cfb55cb9101173,9/22/2020,9/22/2020,9/25/2020,2020,9,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$480.00 ,website,direct,direct,desktop,desktop,US,NA
496f9bf8,479e93e6d2d32699,5/18/2020,5/18/2020,5/19/2020,2020,5,1,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$480.00 ,website,email,email,mobile,mobile,US,NA
75b17c56,479ec71a76050455,6/14/2019,6/14/2019,6/17/2019,2019,6,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$408.00 ,website,direct,direct,desktop,desktop,US,NA
f9896b4d,47a69ffc9c3105418,11/30/2020,11/30/2020,12/3/2020,2020,11,3,Nintendo Switch,Nintendo Switch,8d0d,$113.21 ,website,direct,direct,desktop,desktop,AU,APAC
6f789b23,47a7ea04b3a48058,6/2/2020,6/2/2020,6/5/2020,2020,6,3,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
1f348500,47a86c0fb8c15758,11/23/2019,11/23/2019,11/25/2019,2019,11,2,Nintendo Switch,Nintendo Switch,7d63,$146.49 ,website,email,email,mobile,mobile,NL,EMEA
9b9fb18a,47aa7daf91865774,9/13/2020,9/13/2020,9/16/2020,2020,9,3,Lenovo IdeaPad Gaming 3,Lenovo IdeaPad Gaming 3,04ac,$909.32 ,website,direct,direct,desktop,desktop,AU,APAC
9b9fb18a,47aa7daf91865775,9/13/2020,9/13/2020,9/16/2020,2020,9,3,Lenovo IdeaPad Gaming 3,Lenovo IdeaPad Gaming 3,04ac,$909.32 ,website,direct,direct,desktop,desktop,AU,APAC
9a7f9501,47b218bad1c65325,5/4/2020,5/4/2020,5/6/2020,2020,5,2,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
d526f735,47b9e8001d289959,10/16/2020,10/16/2020,10/17/2020,2020,10,1,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
38a2de8e,47bd091adce25930,9/8/2020,9/8/2020,9/9/2020,2020,9,1,Dell Gaming Mouse,Dell Gaming Mouse,8d4f,$50.39 ,mobile app,email,email,desktop,desktop,JP,APAC
38a2de8e,47bd091adce25931,9/8/2020,9/8/2020,9/9/2020,2020,9,1,Dell Gaming Mouse,Dell Gaming Mouse,8d4f,$50.39 ,mobile app,email,email,desktop,desktop,JP,APAC
f8a2437c,47c2e98c165105059,8/21/2020,8/21/2020,8/23/2020,2020,8,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,social media,social media,tablet,tablet,US,NA
d6f9de38,47c3a5b9a5b90803,4/17/2019,4/17/2019,4/19/2019,2019,4,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$22.05 ,website,affiliate,affiliate,unknown,unknown,IT,EMEA
5ddd6674,47d2cc7467a40940,10/10/2020,10/10/2020,10/12/2020,2020,10,2,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$480.00 ,website,email,email,desktop,desktop,US,NA
953f1850,47d3d4d761763251,2/6/2020,2/6/2020,2/8/2020,2020,2,2,27inches 4k gaming monitor,27in 4K gaming monitor,afbf,$204.88 ,website,affiliate,affiliate,unknown,unknown,US,NA
72ab4152,47d5d6724c449243,9/11/2020,9/11/2020,9/12/2020,2020,9,1,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$18.19 ,website,direct,direct,desktop,desktop,PL,EMEA
ca853f7b,47ddb4a9a1385606,8/22/2020,8/22/2020,8/23/2020,2020,8,1,Nintendo Switch,Nintendo Switch,8d0d,$158.90 ,website,direct,direct,desktop,desktop,DE,EMEA
f4e4fa1f,47e0c339d9b103512,12/18/2020,12/18/2020,12/21/2020,2020,12,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$480.00 ,website,direct,direct,desktop,desktop,AL,EMEA
f4e4fa1f,47e0c339d9b103513,12/18/2020,12/18/2020,12/21/2020,2020,12,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$480.00 ,website,direct,direct,desktop,desktop,AL,EMEA
f596e991,47e3c6e2a90103776,7/31/2019,7/31/2019,8/3/2019,2019,7,3,Nintendo Switch,Nintendo Switch,8d0d,$151.99 ,website,direct,direct,desktop,desktop,FR,EMEA
25e163a0,47e627588ef18334,5/29/2020,5/29/2020,5/30/2020,2020,5,1,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$462.88 ,website,direct,direct,desktop,desktop,GB,EMEA
a43d1996,47e6788f63d69511,8/9/2020,8/9/2020,8/10/2020,2020,8,1,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,email,email,desktop,desktop,CL,LATAM
b7649a8a,47e887ebca877682,8/29/2019,8/29/2019,8/31/2019,2019,8,2,Nintendo Switch,Nintendo Switch,8d0d,$167.35 ,website,direct,direct,desktop,desktop,GB,EMEA
0139ae67,47ec60744033669,10/27/2019,10/27/2019,10/30/2019,2019,10,3,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$410.04 ,website,direct,direct,desktop,desktop,IT,EMEA
4aee79d5,47ed617762633307,10/13/2020,10/13/2020,10/14/2020,2020,10,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
33766b66,47f767c372023886,11/21/2020,11/21/2020,11/23/2020,2020,11,2,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
76a33505,47f7aac63bc50813,9/14/2020,9/14/2020,9/16/2020,2020,9,2,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,UA,EMEA
76a33505,47f7aac63bc50814,9/14/2020,9/14/2020,9/16/2020,2020,9,2,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,UA,EMEA
31400bc7,47f82a79ca823041,11/18/2020,11/18/2020,11/19/2020,2020,11,1,Nintendo Switch,Nintendo Switch,8d0d,$179.22 ,website,direct,direct,desktop,desktop,GB,EMEA
0e424c8f,47fc707b3d08858,11/7/2020,11/7/2020,11/8/2020,2020,11,1,Nintendo Switch,Nintendo Switch,8e5d,$163.36 ,mobile app,direct,direct,desktop,desktop,US,NA
b121a5b5,47fd098483175081,5/21/2020,5/21/2020,5/24/2020,2020,5,3,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
4bd7d8b9,48074f8906333717,12/23/2019,12/23/2019,12/24/2019,2019,12,1,Nintendo Switch,Nintendo Switch,8d0d,$150.41 ,website,direct,direct,desktop,desktop,DE,EMEA
4bd7d8b9,48074f8906333718,12/23/2019,12/23/2019,12/24/2019,2019,12,1,Nintendo Switch,Nintendo Switch,8d0d,$150.41 ,website,direct,direct,desktop,desktop,DE,EMEA
8b849ba3,480762b7f1b59268,8/30/2019,8/30/2019,9/2/2019,2019,8,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$19.35 ,website,direct,direct,desktop,desktop,CA,NA
b67e34d7,4.80948E+15,4/28/2020,4/28/2020,4/30/2020,2020,4,2,27in 4K gaming monitor,27in 4K gaming monitor,891b,$480.00 ,website,direct,direct,desktop,desktop,US,NA
852d1095,4809d66171056656,8/8/2020,8/8/2020,8/10/2020,2020,8,2,Lenovo IdeaPad Gaming 3,Lenovo IdeaPad Gaming 3,9ef0,"$1,198.00 ",website,direct,direct,desktop,desktop,US,NA
3b0466bf,480a6ca1a7526893,9/12/2019,9/12/2019,9/15/2019,2019,9,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$415.13 ,website,direct,direct,desktop,desktop,ES,EMEA
05be8ebf,481297f719b5462,7/25/2019,7/25/2019,7/27/2019,2019,7,2,Nintendo Switch,Nintendo Switch,8d0d,$134.40 ,website,direct,direct,desktop,desktop,US,NA
ef437f9a,4813d74de1a101092,10/14/2020,10/14/2020,10/16/2020,2020,10,2,Nintendo Switch,Nintendo Switch,e682,$179.22 ,website,direct,direct,desktop,desktop,GB,EMEA
e66539fc,48147efed0497323,10/2/2020,10/2/2020,10/4/2020,2020,10,2,Dell Gaming Mouse,Dell Gaming Mouse,8d4f,$58.00 ,mobile app,email,email,desktop,desktop,CH,EMEA
cbd1599b,4817c6c89d586116,3/1/2019,3/1/2019,3/3/2019,2019,3,2,27inches 4k gaming monitor,27in 4K gaming monitor,2a50,$354.76 ,mobile app,email,email,mobile,mobile,US,NA
c91937dc,481b955860985028,11/23/2020,11/23/2020,11/25/2020,2020,11,2,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$307.01 ,website,direct,direct,desktop,desktop,MX,LATAM
b2ff7a1b,481cb721fc375847,4/10/2019,4/10/2019,4/12/2019,2019,4,2,Nintendo Switch,Nintendo Switch,8d0d,$183.59 ,website,direct,direct,desktop,desktop,IL,EMEA
3694301,4823b593936129,11/23/2020,11/23/2020,11/25/2020,2020,11,2,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
68799600,482b23a41c21802,8/11/2019,8/11/2019,8/14/2019,2019,8,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,8315,$24.10 ,mobile app,direct,direct,desktop,desktop,TW,APAC
b934d73b,482dd5bc15c78472,9/4/2019,9/4/2019,9/5/2019,2019,9,1,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$16.04 ,website,direct,direct,desktop,desktop,AU,APAC
b6f55561,482e97c68ed77529,12/2/2020,12/2/2020,12/4/2020,2020,12,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
a5e03743,4833b2515f670283,3/10/2020,3/10/2020,3/13/2020,2020,3,3,Nintendo Switch,Nintendo Switch,8d0d,$149.03 ,website,direct,direct,desktop,desktop,DE,EMEA
1cdcc5b1,483b015d5be14790,11/8/2019,11/8/2019,11/10/2019,2019,11,2,Nintendo Switch,Nintendo Switch,8d0d,$136.82 ,website,direct,direct,desktop,desktop,AU,APAC
5e2981e3,483de4d541c41071,11/19/2019,11/19/2019,11/22/2019,2019,11,3,Nintendo Switch,Nintendo Switch,8d0d,$174.96 ,website,direct,direct,desktop,desktop,GB,EMEA
524e87eb,483fbbb36f536320,11/3/2020,11/3/2020,11/6/2020,2020,11,3,Nintendo Switch,Nintendo Switch,8d0d,$142.80 ,website,direct,direct,desktop,desktop,US,NA
976e7075,4844d9cc89f64140,7/9/2020,7/9/2020,7/11/2020,2020,7,2,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$435.86 ,website,direct,direct,desktop,desktop,ES,EMEA
cbd1ed38,484f7bf7cf086119,11/14/2020,11/14/2020,11/15/2020,2020,11,1,Nintendo Switch,Nintendo Switch,8d0d,$158.90 ,website,direct,direct,desktop,desktop,NL,EMEA
ca62431c,4851ffbaed885549,8/25/2020,8/25/2020,8/27/2020,2020,8,2,27in 4K gaming monitor,27in 4K gaming monitor,891b,$480.00 ,website,direct,direct,desktop,desktop,UY,LATAM
99b61746,48521afa68b64997,4/4/2020,4/4/2020,4/5/2020,2020,4,1,Nintendo Switch,Nintendo Switch,e682,$153.08 ,website,direct,direct,desktop,desktop,JP,APAC
4b616811,485405cb7ce33500,11/18/2020,11/18/2020,11/20/2020,2020,11,2,27in 4K gaming monitor,27in 4K gaming monitor,891b,$276.78 ,website,direct,direct,desktop,desktop,ES,EMEA
816614d6,48552e4023e55210,5/16/2019,5/16/2019,5/17/2019,2019,5,1,27in 4K gaming monitor,27in 4K gaming monitor,891b,$354.22 ,website,direct,direct,desktop,desktop,US,NA
6bdc5d27,485c1df3a3d46539,7/19/2019,7/19/2019,7/22/2019,2019,7,3,Nintendo Switch,Nintendo Switch,8d0d,$134.96 ,website,direct,direct,desktop,desktop,AU,APAC
ea926e1b,485d107bb0099096,10/31/2020,10/31/2020,11/2/2020,2020,10,2,Sony PlayStation 5 Bundle,Sony PlayStation 5 Bundle,54ed,"$1,800.00 ",website,direct,direct,desktop,desktop,US,NA
f705e264,4863dd124dc104377,2/28/2020,2/28/2020,2/29/2020,2020,2,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
3d0edaf9,4867e9bbf8727729,5/3/2020,5/3/2020,5/5/2020,2020,5,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,US,NA
7ef299bb,486ddfb275454218,10/27/2019,10/27/2019,10/30/2019,2019,10,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$260.86 ,website,direct,direct,desktop,desktop,NL,EMEA
fbcaa6b7,486fefcd0dd106334,10/9/2019,10/9/2019,10/10/2019,2019,10,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,ZA,EMEA
bc1e470b,4871e0aba6a79650,6/29/2019,6/29/2019,7/1/2019,2019,6,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,US,NA
4abfd414,4872c120ee233231,11/30/2019,11/30/2019,12/3/2019,2019,11,3,Nintendo Switch,Nintendo Switch,7d63,$192.00 ,website,direct,direct,desktop,desktop,US,NA
b776ee41,48758b0755d77716,3/24/2020,3/24/2020,3/27/2020,2020,3,3,Lenovo IdeaPad Gaming 3,Lenovo IdeaPad Gaming 3,04ac,"$1,027.77 ",website,direct,direct,desktop,desktop,ES,EMEA
ea3e3f1e,4879788a95d98955,7/4/2019,7/4/2019,7/6/2019,2019,7,2,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
a2f2a340,487c7a1fbe468931,4/20/2020,4/20/2020,4/22/2020,2020,4,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,email,email,mobile,mobile,US,NA
4bbd0d6b,487dc6c334b33663,7/1/2020,7/1/2020,7/4/2020,2020,7,3,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
77701d2c,4887873eeb051149,8/28/2020,8/28/2020,8/30/2020,2020,8,2,Nintendo Switch,Nintendo Switch,e682,$158.90 ,website,direct,direct,desktop,desktop,IT,EMEA
9d0e5f80,4889d34e4b666402,11/27/2020,11/27/2020,11/30/2020,2020,11,3,Nintendo Switch,Nintendo Switch,e682,$164.42 ,website,direct,direct,desktop,desktop,ES,EMEA
1cf7f3e0,488a962707714843,9/22/2020,9/22/2020,9/25/2020,2020,9,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$480.00 ,website,direct,direct,desktop,desktop,US,NA
20099f4e,488b6769d6716095,12/13/2020,12/13/2020,12/15/2020,2020,12,2,27in 4K gaming monitor,27in 4K gaming monitor,891b,$433.54 ,website,direct,direct,desktop,desktop,CA,NA
2793fcd1,488e4482ead19036,4/24/2020,4/24/2020,4/25/2020,2020,4,1,Nintendo Switch,Nintendo Switch,8d0d,$142.80 ,website,direct,direct,desktop,desktop,US,NA
934b7a18,488e8495ae162496,12/21/2020,12/21/2020,12/23/2020,2020,12,2,Nintendo Switch,Nintendo Switch,e682,$164.88 ,website,direct,direct,desktop,desktop,DE,EMEA
f9f7dcf2,488f00d01e4105625,7/19/2020,7/19/2020,7/22/2020,2020,7,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,8315,$23.00 ,mobile app,social media,social media,tablet,tablet,JP,APAC
f9f7dcf2,488f00d01e4105626,7/19/2020,7/19/2020,7/22/2020,2020,7,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,8315,$23.00 ,mobile app,social media,social media,tablet,tablet,JP,APAC
f28aa4ea,488f536ae27102502,8/21/2019,8/21/2019,8/22/2019,2019,8,1,27in 4K gaming monitor,27in 4K gaming monitor,891b,$480.00 ,website,direct,direct,desktop,desktop,US,NA
cde848b2,4.898E+21,2/2/2020,2/2/2020,2/3/2020,2020,2,1,27in 4K gaming monitor,27in 4K gaming monitor,891b,$480.00 ,website,direct,direct,desktop,desktop,US,NA
a25a4597,4898157ddc668653,5/16/2020,5/16/2020,5/17/2020,2020,5,1,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,IN,APAC
7511e4d0,48a9aa284dd50229,2/27/2020,2/27/2020,3/1/2020,2020,2,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$309.33 ,website,direct,direct,desktop,desktop,PL,EMEA
b27bf22c,48aa11d25cc75625,9/6/2020,9/6/2020,9/9/2020,2020,9,3,Nintendo Switch,Nintendo Switch,e682,$175.22 ,website,unknown,unknown,tv,tv,GB,EMEA
88f48f93,48aa7f1295858185,12/19/2020,12/19/2020,12/22/2020,2020,12,3,Lenovo IdeaPad Gaming 3,Lenovo IdeaPad Gaming 3,04ac,"$1,163.09 ",website,direct,direct,desktop,desktop,IL,EMEA
a700cc3a,48adb72bcc370760,5/5/2020,5/5/2020,5/7/2020,2020,5,2,27in 4K gaming monitor,27in 4K gaming monitor,891b,$408.00 ,website,direct,direct,desktop,desktop,US,NA
fdf117ab,48b10ca4f53107272,9/27/2020,9/27/2020,9/28/2020,2020,9,1,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
fdf117ab,48b10ca4f53107273,9/27/2020,9/27/2020,9/28/2020,2020,9,1,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
2a421c2d,48b9d18ca7c20109,5/13/2020,5/13/2020,5/15/2020,2020,5,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,,unknown,,unknown,US,NA
14e2233a,48ba06117db11542,6/28/2019,6/28/2019,7/1/2019,2019,6,3,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,CZ,EMEA
b8a69439,48bab32768a78224,8/4/2020,8/4/2020,8/5/2020,2020,8,1,Nintendo Switch,Nintendo Switch,e682,$95.24 ,website,direct,direct,desktop,desktop,MX,LATAM
d6a32d9d,48c287de65b90657,1/29/2020,1/29/2020,2/1/2020,2020,1,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$394.01 ,website,direct,direct,desktop,desktop,DE,EMEA
5ef464c1,48c6dd18ba841363,5/5/2019,5/5/2019,5/8/2019,2019,5,3,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,social media,social media,tablet,tablet,US,NA
26d6e3bb,48c7340d62f18731,3/22/2020,3/22/2020,3/24/2020,2020,3,2,27in 4K gaming monitor,27in 4K gaming monitor,891b,$312.00 ,website,direct,direct,desktop,desktop,US,NA
5169d7da,48c7ea1f95f36009,10/18/2020,10/18/2020,10/19/2020,2020,10,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
dfeb7228,48c821cc27794654,10/25/2020,10/25/2020,10/27/2020,2020,10,2,Dell Gaming Mouse,Dell Gaming Mouse,8d4f,$57.55 ,mobile app,email,email,desktop,desktop,FR,EMEA
78f57112,48cac40075251721,7/9/2020,7/9/2020,7/11/2020,2020,7,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.88 ,website,direct,direct,desktop,desktop,GB,EMEA
5a3beadf,48ccbf671c539434,4/16/2020,4/16/2020,4/19/2020,2020,4,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$386.08 ,website,direct,direct,desktop,desktop,US,NA
73d33340,48cfda439bd49745,9/14/2020,9/14/2020,9/15/2020,2020,9,1,Nintendo Switch,Nintendo Switch,8d0d,$158.79 ,website,direct,direct,desktop,desktop,JP,APAC
5cb01b4a,48d79feb27c40445,3/22/2020,3/22/2020,3/25/2020,2020,3,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$321.29 ,website,affiliate,affiliate,unknown,unknown,NL,EMEA
63086d0c,48d9c21fa4b42914,10/19/2020,10/19/2020,10/21/2020,2020,10,2,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$495.83 ,website,direct,direct,desktop,desktop,GB,EMEA
77422f34,48dc1da640a51079,7/18/2020,7/18/2020,7/19/2020,2020,7,1,Nintendo Switch,Nintendo Switch,8d0d,$146.02 ,website,affiliate,affiliate,unknown,unknown,CA,NA
77422f34,48dc1da640a51080,7/18/2020,7/18/2020,7/19/2020,2020,7,1,Nintendo Switch,Nintendo Switch,8d0d,$146.02 ,website,affiliate,affiliate,unknown,unknown,CA,NA
1afacf30,48dfe148ffa13983,4/22/2020,4/22/2020,4/23/2020,2020,4,1,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$21.46 ,website,direct,direct,desktop,desktop,SI,EMEA
807a2b02,48e26afc23e54842,12/9/2020,12/9/2020,12/10/2020,2020,12,1,Sony PlayStation 5 Bundle,Sony PlayStation 5 Bundle,54ed,"$1,800.00 ",website,direct,direct,desktop,desktop,US,NA
5706e1f4,48e50e4051738192,8/1/2020,8/1/2020,8/2/2020,2020,8,1,27in 4K gaming monitor,27in 4K gaming monitor,891b,$480.00 ,website,direct,direct,desktop,desktop,US,NA
10ae0891,48e60d524e19850,5/10/2020,5/10/2020,5/12/2020,2020,5,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
c7d0dd3a,48e644369f984519,6/6/2020,6/6/2020,6/8/2020,2020,6,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,social media,social media,tablet,tablet,US,NA
f9f4bd75,48e6d0f409b105615,12/17/2020,12/17/2020,12/20/2020,2020,12,3,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$450.37 ,website,direct,direct,desktop,desktop,FR,EMEA
f9f4bd75,48e6d0f409b105616,12/17/2020,12/17/2020,12/20/2020,2020,12,3,27in 4K gaming monitor,27in 4K gaming monitor,e7e6,$450.37 ,website,direct,direct,desktop,desktop,FR,EMEA
cd64c161,48e7f692e5486760,12/19/2019,12/19/2019,12/20/2019,2019,12,1,Nintendo Switch,Nintendo Switch,8d0d,$149.70 ,website,direct,direct,desktop,desktop,IT,EMEA
50a5f909,48ec57972d035719,4/25/2020,4/25/2020,4/27/2020,2020,4,2,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
4824f8d8,48ec9458d5f32215,10/24/2019,10/24/2019,10/27/2019,2019,10,3,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$16.04 ,website,direct,direct,desktop,desktop,AU,APAC
9caaefbd,48edd355b7366242,12/17/2020,12/17/2020,12/19/2020,2020,12,2,27in 4K gaming monitor,27in 4K gaming monitor,891b,$388.38 ,website,direct,direct,desktop,desktop,IT,EMEA
7a4cb737,48eeaed2cbb52257,12/22/2020,12/22/2020,12/24/2020,2020,12,2,Dell Gaming Mouse,Dell Gaming Mouse,8d4f,$49.98 ,mobile app,direct,direct,desktop,desktop,US,NA
fdc5c648,48f10a8a1e1107199,9/30/2020,9/30/2020,10/1/2020,2020,9,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
0bcad2d9,48f7bfdb61d7844,8/9/2019,8/9/2019,8/12/2019,2019,8,3,27in 4K gaming monitor,27in 4K gaming monitor,891b,$247.97 ,website,direct,direct,desktop,desktop,IT,EMEA
3e8deb5e,48fa34a9ca328345,10/19/2019,10/19/2019,10/22/2019,2019,10,3,Nintendo Switch,Nintendo Switch,8d0d,$149.70 ,website,direct,direct,desktop,desktop,DE,EMEA
4959a438,48ff5b7d86632655,11/11/2019,11/11/2019,11/12/2019,2019,11,1,27in 4K gaming monitor,27in 4K gaming monitor,891b,$441.44 ,website,direct,direct,desktop,desktop,VN,APAC
8bc050e9,48ffcec623359360,4/3/2019,4/3/2019,4/4/2019,2019,4,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,email,email,mobile,mobile,US,NA
90b51d50,4902b734fd861366,11/16/2019,11/16/2019,11/19/2019,2019,11,3,Nintendo Switch,Nintendo Switch,8d0d,$174.96 ,website,direct,direct,desktop,desktop,GB,EMEA
3df0a9ec,49039ac022828071,11/19/2020,11/19/2020,11/20/2020,2020,11,1,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$24.00 ,website,direct,direct,desktop,desktop,US,NA
03e40f41,4.90432E+14,2/1/2020,2/1/2020,2/2/2020,2020,2,1,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,BR,LATAM
2afd83ed,490460a139e20412,4/29/2020,4/29/2020,4/30/2020,2020,4,1,Nintendo Switch,Nintendo Switch,e682,$129.27 ,website,direct,direct,desktop,desktop,AU,APAC
93e7b141,4908589c92e62703,7/9/2020,7/9/2020,7/10/2020,2020,7,1,Sony PlayStation 5 Bundle,Sony PlayStation 5 Bundle,54ed,"$1,514.72 ",website,direct,direct,desktop,desktop,KR,APAC
152b9446,490b69c03ca11632,11/11/2020,11/11/2020,11/13/2020,2020,11,2,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,PA,LATAM
c2af85cd,490c128c43282420,4/26/2019,4/26/2019,4/28/2019,2019,4,2,JBL Quantum 100 Gaming Headset,JBL Quantum 100 Gaming Headset,ab0f,$14.40 ,website,direct,direct,desktop,desktop,US,NA
28eccc2d,490c98d9f0919536,3/5/2020,3/5/2020,3/8/2020,2020,3,3,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
cafb9b2e,490fcc4484e85805,11/22/2020,11/22/2020,11/23/2020,2020,11,1,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
cafb9b2e,490fcc4484e85806,11/22/2020,11/22/2020,11/23/2020,2020,11,1,Nintendo Switch,Nintendo Switch,e682,$168.00 ,website,direct,direct,desktop,desktop,US,NA
4c83a707,491280afa2334011,8/24/2020,8/24/2020,8/26/2020,2020,8,2,Sony PlayStation 5 Bundle,Sony PlayStation 5 Bundle,54ed,"$1,530.00 ",website,direct,direct,desktop,desktop,US,NA
6e3a401f,4913c108d2b47571,4/24/2020,4/24/2020,4/27/2020,2020,4,3,Nintendo Switch,Nintendo Switch,8d0d,$168.00 ,website,direct,direct,desktop,desktop,US,NA
03769f33,491b9b36aa04561,10/18/2020,10/18/2020,10/19/2020,2020,10,1,27in 4K gaming monitor,27in 4K gaming monitor,891b,$461.60 ,website,direct,direct,desktop,desktop,HT,LATAM
7ec070a2,491f170a3c654128,12/29/2020,12/29/2020,12/30/2020,2020,12,1,Lenovo IdeaPad Gaming 3,Lenovo IdeaPad Gaming 3,9ef0,"$1,198.00 ",website,direct,direct,desktop,desktop,IN,APAC
